epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,2219.82,1.43171,1.14015,0.99249,0.43862,0.36615,0.35934,0.21355,1.35659,1.06986,0.98352,0.0009406,0.0009406,0.0009406
14,2382.62,1.42694,1.13089,0.992,0.45062,0.36317,0.35728,0.21036,1.37517,1.07444,0.98271,0.00093565,0.00093565,0.00093565
15,2544.15,1.41819,1.11715,0.98827,0.44031,0.36379,0.36189,0.21711,1.35287,1.06068,0.97813,0.0009307,0.0009307,0.0009307
16,2706.69,1.41445,1.11491,0.98963,0.4466,0.36525,0.36088,0.2146,1.35644,1.06718,0.97848,0.00092575,0.00092575,0.00092575
17,2869.28,1.41094,1.1048,0.98799,0.46859,0.36662,0.37344,0.22133,1.36444,1.05804,0.97834,0.0009208,0.0009208,0.0009208
18,3032.87,1.40296,1.0972,0.98356,0.45545,0.36631,0.36792,0.2211,1.34658,1.05261,0.97441,0.00091585,0.00091585,0.00091585
19,3196.9,1.4028,1.09249,0.98542,0.45356,0.37775,0.37264,0.22213,1.34412,1.04046,0.97474,0.0009109,0.0009109,0.0009109
20,3360.06,1.40078,1.09056,0.98369,0.48122,0.36504,0.37544,0.22574,1.3493,1.03863,0.97607,0.00090595,0.00090595,0.00090595
21,3522.65,1.39326,1.07984,0.98325,0.4719,0.37484,0.37828,0.2265,1.33488,1.034,0.97469,0.000901,0.000901,0.000901
22,3685.96,1.38919,1.07036,0.97942,0.46243,0.37402,0.3815,0.22964,1.33082,1.03053,0.97249,0.00089605,0.00089605,0.00089605
23,3849.28,1.38068,1.06486,0.98036,0.46432,0.39041,0.38968,0.23422,1.32761,1.02235,0.97332,0.0008911,0.0008911,0.0008911
24,4011.87,1.38132,1.05946,0.97885,0.47956,0.38109,0.38728,0.2335,1.31796,1.02034,0.9687,0.00088615,0.00088615,0.00088615
25,4175.86,1.38068,1.05188,0.97802,0.47155,0.38066,0.38367,0.22899,1.33734,1.02345,0.97521,0.0008812,0.0008812,0.0008812
26,4337.03,1.37435,1.05032,0.9766,0.48144,0.3794,0.38633,0.23132,1.32222,1.02396,0.96866,0.00087625,0.00087625,0.00087625
27,4499.96,1.37846,1.05069,0.97448,0.48117,0.39261,0.39524,0.23603,1.32637,1.01434,0.96863,0.0008713,0.0008713,0.0008713
28,4662.12,1.37567,1.04478,0.97434,0.48836,0.38323,0.38924,0.23409,1.32373,1.00907,0.96691,0.00086635,0.00086635,0.00086635
29,4823.45,1.36759,1.04161,0.97234,0.47937,0.38612,0.39453,0.2379,1.31933,1.00838,0.96599,0.0008614,0.0008614,0.0008614
30,4986.59,1.36645,1.03319,0.97289,0.48213,0.39191,0.39939,0.23912,1.31228,0.99958,0.9669,0.00085645,0.00085645,0.00085645
31,5148.89,1.36216,1.03013,0.9709,0.50387,0.39042,0.40016,0.24068,1.31798,0.9977,0.96698,0.0008515,0.0008515,0.0008515
32,5312.32,1.35489,1.01903,0.96818,0.49155,0.39146,0.40035,0.24192,1.31265,0.99658,0.96473,0.00084655,0.00084655,0.00084655
33,5475.44,1.36479,1.03122,0.97277,0.4881,0.40015,0.40169,0.24201,1.31695,0.99862,0.96723,0.0008416,0.0008416,0.0008416
34,5637.57,1.36387,1.02354,0.96958,0.48953,0.40249,0.40347,0.24318,1.31142,0.99046,0.96406,0.00083665,0.00083665,0.00083665
35,5801.13,1.35592,1.01792,0.96624,0.50763,0.39046,0.4055,0.24437,1.31121,0.99378,0.96439,0.0008317,0.0008317,0.0008317
36,5963.32,1.36172,1.02146,0.97049,0.49539,0.39579,0.40623,0.24487,1.3105,0.98775,0.96383,0.00082675,0.00082675,0.00082675
37,6125.63,1.35222,1.01185,0.96808,0.49577,0.39142,0.40172,0.24286,1.29766,0.98348,0.96002,0.0008218,0.0008218,0.0008218
38,6288.25,1.35508,1.01336,0.96809,0.51561,0.39848,0.41131,0.24929,1.29939,0.98158,0.96124,0.00081685,0.00081685,0.00081685
39,6452.06,1.35222,1.00757,0.96611,0.51614,0.39567,0.41266,0.25077,1.30363,0.98226,0.96213,0.0008119,0.0008119,0.0008119
40,6626.24,1.34411,0.99834,0.96386,0.5076,0.4032,0.41644,0.25143,1.299,0.97596,0.96169,0.00080695,0.00080695,0.00080695
41,6822.42,1.34124,0.99417,0.96474,0.51026,0.39769,0.4121,0.2494,1.29535,0.97502,0.95969,0.000802,0.000802,0.000802
42,7004.41,1.34332,0.99824,0.96473,0.51247,0.3999,0.41463,0.25005,1.30083,0.97493,0.95999,0.00079705,0.00079705,0.00079705
43,7183.15,1.34375,0.99663,0.9636,0.50473,0.40861,0.41743,0.25235,1.29109,0.96961,0.95837,0.0007921,0.0007921,0.0007921
44,7354.06,1.34181,0.99002,0.96255,0.5014,0.41154,0.41817,0.25344,1.29565,0.97043,0.95946,0.00078715,0.00078715,0.00078715
45,7528.91,1.3341,0.98447,0.96388,0.51713,0.40523,0.41903,0.25321,1.29088,0.96637,0.95818,0.0007822,0.0007822,0.0007822
46,7702.91,1.33522,0.98318,0.96162,0.5068,0.41145,0.4217,0.25526,1.28759,0.96028,0.95669,0.00077725,0.00077725,0.00077725
47,7874.48,1.336,0.9852,0.96196,0.519,0.40974,0.42243,0.25446,1.29424,0.96343,0.95811,0.0007723,0.0007723,0.0007723
48,8047.87,1.32497,0.97462,0.9607,0.51753,0.41069,0.42465,0.25733,1.28497,0.95676,0.9559,0.00076735,0.00076735,0.00076735
49,8221.51,1.32068,0.97458,0.95697,0.51763,0.41176,0.42377,0.25629,1.28871,0.95606,0.95791,0.0007624,0.0007624,0.0007624
50,8395,1.33318,0.97447,0.9598,0.52053,0.41181,0.42452,0.25883,1.28374,0.95617,0.95559,0.00075745,0.00075745,0.00075745
51,8570.3,1.32662,0.96522,0.95865,0.51432,0.4139,0.42504,0.25854,1.28274,0.95678,0.95604,0.0007525,0.0007525,0.0007525
52,8741.33,1.32738,0.9707,0.9565,0.52304,0.4108,0.42624,0.25881,1.28447,0.95182,0.95663,0.00074755,0.00074755,0.00074755
53,8914.92,1.3248,0.96514,0.95874,0.51464,0.41648,0.42718,0.25928,1.28193,0.95106,0.95618,0.0007426,0.0007426,0.0007426
54,9085.94,1.32499,0.96612,0.957,0.52579,0.40757,0.42551,0.25806,1.28337,0.94918,0.95533,0.00073765,0.00073765,0.00073765
55,9256.91,1.32901,0.96836,0.95891,0.51204,0.41451,0.42407,0.25765,1.28482,0.9504,0.95554,0.0007327,0.0007327,0.0007327
56,9429.87,1.31613,0.95947,0.956,0.52178,0.41556,0.42903,0.26075,1.28307,0.94589,0.95553,0.00072775,0.00072775,0.00072775
57,9601.92,1.31512,0.95267,0.95555,0.52853,0.41068,0.4286,0.26005,1.28297,0.94863,0.9551,0.0007228,0.0007228,0.0007228
58,9766.75,1.3134,0.95067,0.95666,0.53074,0.41104,0.42976,0.26138,1.27721,0.94344,0.95385,0.00071785,0.00071785,0.00071785
59,9927.57,1.31691,0.95399,0.95543,0.51083,0.41551,0.42735,0.25959,1.27908,0.94417,0.95375,0.0007129,0.0007129,0.0007129
60,10100.5,1.31121,0.94913,0.95527,0.53658,0.4159,0.43136,0.26325,1.27603,0.94068,0.95286,0.00070795,0.00070795,0.00070795
61,10274.2,1.31024,0.94755,0.95347,0.53114,0.41646,0.43198,0.26298,1.276,0.94154,0.95291,0.000703,0.000703,0.000703
62,10447.9,1.30722,0.94578,0.95385,0.5412,0.41106,0.43325,0.26352,1.27405,0.93984,0.95174,0.00069805,0.00069805,0.00069805
63,10618.7,1.31382,0.94728,0.95392,0.53101,0.41594,0.43176,0.2624,1.27619,0.94012,0.95266,0.0006931,0.0006931,0.0006931
64,10795.3,1.31556,0.94554,0.95478,0.53225,0.4118,0.43184,0.26295,1.27751,0.93912,0.95275,0.00068815,0.00068815,0.00068815
65,10966.1,1.30431,0.93772,0.94985,0.55053,0.40832,0.43684,0.26497,1.27537,0.93668,0.95184,0.0006832,0.0006832,0.0006832
66,11136.4,1.304,0.93808,0.95196,0.54816,0.41175,0.43578,0.26542,1.27153,0.93701,0.95119,0.00067825,0.00067825,0.00067825
67,11306.6,1.30884,0.94226,0.95146,0.53622,0.41308,0.4343,0.26496,1.27212,0.93664,0.95124,0.0006733,0.0006733,0.0006733
68,11477.7,1.3001,0.93417,0.95037,0.53284,0.41916,0.43675,0.26613,1.2709,0.93284,0.95125,0.00066835,0.00066835,0.00066835
69,11645.7,1.30045,0.9331,0.9512,0.51744,0.42219,0.43513,0.26497,1.26956,0.93149,0.94954,0.0006634,0.0006634,0.0006634
70,11806.4,1.29986,0.93552,0.95117,0.54251,0.41728,0.43649,0.26628,1.27337,0.93278,0.95108,0.00065845,0.00065845,0.00065845
71,11975.8,1.30362,0.93081,0.95181,0.54566,0.41498,0.43787,0.26714,1.26747,0.93233,0.94849,0.0006535,0.0006535,0.0006535
72,12142.3,1.30512,0.93203,0.95009,0.53437,0.41831,0.43695,0.26639,1.26855,0.9301,0.9499,0.00064855,0.00064855,0.00064855
73,12301.3,1.29518,0.92566,0.94764,0.53541,0.41812,0.43612,0.26481,1.2722,0.93095,0.95073,0.0006436,0.0006436,0.0006436
74,12474.9,1.29453,0.92222,0.94857,0.53913,0.41659,0.43678,0.26551,1.27165,0.92959,0.95036,0.00063865,0.00063865,0.00063865
75,12649.6,1.29024,0.92173,0.94739,0.53412,0.42186,0.43707,0.26549,1.27009,0.92866,0.9495,0.0006337,0.0006337,0.0006337
76,12824.5,1.28431,0.91704,0.94785,0.53044,0.41685,0.43631,0.26442,1.26976,0.92926,0.94967,0.00062875,0.00062875,0.00062875
77,12995.2,1.29672,0.92447,0.9503,0.52874,0.42609,0.43861,0.26652,1.26745,0.92577,0.94883,0.0006238,0.0006238,0.0006238
78,13166,1.29432,0.91688,0.94753,0.53592,0.41928,0.43766,0.26694,1.26862,0.92723,0.94905,0.00061885,0.00061885,0.00061885
79,13321.9,1.28181,0.91049,0.9469,0.53578,0.42028,0.43777,0.26649,1.27155,0.92638,0.94946,0.0006139,0.0006139,0.0006139
80,13476.9,1.28651,0.91183,0.94696,0.53453,0.4188,0.43644,0.26638,1.27146,0.92579,0.94909,0.00060895,0.00060895,0.00060895
81,13636.1,1.28908,0.91125,0.94734,0.54242,0.41883,0.43842,0.26707,1.26978,0.92462,0.94953,0.000604,0.000604,0.000604
82,13808.5,1.28855,0.90767,0.94461,0.54682,0.41885,0.4393,0.26809,1.26853,0.92166,0.94898,0.00059905,0.00059905,0.00059905
83,13985,1.28531,0.91072,0.94614,0.5428,0.42342,0.44068,0.26826,1.26895,0.92209,0.94908,0.0005941,0.0005941,0.0005941
84,14151,1.28502,0.90591,0.94649,0.53593,0.42399,0.44054,0.26851,1.26686,0.92074,0.94847,0.00058915,0.00058915,0.00058915
85,14312.4,1.28715,0.90719,0.94549,0.52227,0.42638,0.43993,0.26934,1.26567,0.91953,0.94778,0.0005842,0.0005842,0.0005842
86,14472.1,1.28286,0.90441,0.94436,0.53206,0.42047,0.43968,0.2692,1.26552,0.92078,0.94791,0.00057925,0.00057925,0.00057925
87,14631.1,1.28464,0.90302,0.94485,0.5418,0.42164,0.44029,0.26975,1.2665,0.92116,0.94829,0.0005743,0.0005743,0.0005743
88,14787.7,1.28184,0.90191,0.94418,0.53643,0.42802,0.44281,0.27049,1.26744,0.92078,0.94827,0.00056935,0.00056935,0.00056935
89,14945.5,1.28026,0.90013,0.94414,0.54291,0.4283,0.44302,0.27018,1.26711,0.91995,0.94851,0.0005644,0.0005644,0.0005644
90,15101.8,1.28488,0.903,0.94655,0.54732,0.42248,0.44263,0.27,1.26629,0.91925,0.94805,0.00055945,0.00055945,0.00055945
91,15259,1.2783,0.89848,0.94379,0.53275,0.42962,0.44176,0.26957,1.26462,0.91892,0.94751,0.0005545,0.0005545,0.0005545
92,15416.8,1.28387,0.89922,0.94234,0.55164,0.4208,0.44333,0.27058,1.26505,0.91882,0.94767,0.00054955,0.00054955,0.00054955
93,15574.4,1.27583,0.89422,0.94206,0.54486,0.42448,0.44201,0.2698,1.26526,0.91937,0.94781,0.0005446,0.0005446,0.0005446
94,15732.3,1.27478,0.89264,0.94328,0.54219,0.42357,0.44168,0.26981,1.26507,0.91919,0.94772,0.00053965,0.00053965,0.00053965
95,15886.6,1.27879,0.89475,0.94254,0.53822,0.42484,0.44143,0.26989,1.26473,0.91806,0.94775,0.0005347,0.0005347,0.0005347
96,16040.8,1.27334,0.89041,0.94223,0.54041,0.42131,0.44121,0.26951,1.26441,0.91812,0.94756,0.00052975,0.00052975,0.00052975
97,16194.9,1.27249,0.8866,0.94267,0.53472,0.4225,0.44016,0.26912,1.26529,0.91838,0.94781,0.0005248,0.0005248,0.0005248
98,16353.4,1.26784,0.88411,0.94064,0.54042,0.42067,0.44005,0.26856,1.26398,0.91768,0.94752,0.00051985,0.00051985,0.00051985
99,16511.8,1.26831,0.88492,0.94112,0.53833,0.42188,0.44107,0.26897,1.26249,0.91779,0.9467,0.0005149,0.0005149,0.0005149
100,16668,1.27323,0.88692,0.94114,0.53752,0.42215,0.43997,0.26852,1.2639,0.91781,0.94698,0.00050995,0.00050995,0.00050995
101,16828.4,1.25794,0.87298,0.93773,0.53142,0.42731,0.44182,0.26976,1.26354,0.91701,0.94666,0.000505,0.000505,0.000505
102,16990.6,1.26878,0.87945,0.93841,0.53293,0.4266,0.44107,0.26949,1.26377,0.91748,0.9468,0.00050005,0.00050005,0.00050005
103,17151.7,1.26251,0.87644,0.93741,0.53264,0.42812,0.44151,0.27021,1.26255,0.91718,0.94663,0.0004951,0.0004951,0.0004951
104,17312.4,1.26446,0.88084,0.93996,0.53253,0.42778,0.4424,0.27089,1.26113,0.91654,0.94619,0.00049015,0.00049015,0.00049015
105,17472.6,1.26354,0.87407,0.93962,0.53941,0.42659,0.44336,0.27139,1.26093,0.91673,0.94621,0.0004852,0.0004852,0.0004852
106,17630.8,1.25912,0.8723,0.94001,0.5379,0.42787,0.44367,0.27179,1.26197,0.91612,0.94646,0.00048025,0.00048025,0.00048025
107,17791,1.25753,0.87424,0.93677,0.53705,0.42725,0.44452,0.27181,1.26273,0.91625,0.94681,0.0004753,0.0004753,0.0004753
108,17944.7,1.26647,0.87564,0.94073,0.53802,0.42561,0.44401,0.27161,1.26267,0.91569,0.9468,0.00047035,0.00047035,0.00047035
109,18098.7,1.25969,0.86936,0.93749,0.53254,0.42775,0.44382,0.27157,1.26255,0.91512,0.94671,0.0004654,0.0004654,0.0004654
110,18252.4,1.25543,0.8677,0.93746,0.53342,0.43027,0.44431,0.27185,1.2631,0.91478,0.9467,0.00046045,0.00046045,0.00046045
111,18406.4,1.25934,0.87223,0.93759,0.53097,0.43219,0.44593,0.27273,1.26267,0.91301,0.94682,0.0004555,0.0004555,0.0004555
112,18560.7,1.25827,0.86747,0.93757,0.53163,0.43179,0.44535,0.27225,1.26209,0.91323,0.9464,0.00045055,0.00045055,0.00045055
113,18714.9,1.25527,0.86675,0.93604,0.5394,0.42623,0.44605,0.27287,1.26217,0.91315,0.94656,0.0004456,0.0004456,0.0004456
114,18869.8,1.25817,0.86634,0.93727,0.54144,0.4267,0.44618,0.2727,1.26185,0.91208,0.94663,0.00044065,0.00044065,0.00044065
115,19024.5,1.25532,0.86385,0.9348,0.53617,0.42809,0.44605,0.27264,1.26182,0.91197,0.94645,0.0004357,0.0004357,0.0004357
116,19179.3,1.25102,0.86169,0.93533,0.53485,0.42687,0.44576,0.27243,1.26255,0.91166,0.94644,0.00043075,0.00043075,0.00043075
117,19333.3,1.25521,0.86344,0.93788,0.53532,0.42665,0.44538,0.27249,1.26272,0.91212,0.94636,0.0004258,0.0004258,0.0004258
118,19487.6,1.25107,0.85775,0.93496,0.53708,0.42597,0.4451,0.27234,1.26183,0.91186,0.94606,0.00042085,0.00042085,0.00042085
119,19642,1.25398,0.85911,0.93442,0.53774,0.4247,0.44513,0.27226,1.26195,0.91158,0.9462,0.0004159,0.0004159,0.0004159
120,19796.3,1.2491,0.85687,0.93494,0.53728,0.42506,0.4455,0.27251,1.26203,0.91175,0.94622,0.00041095,0.00041095,0.00041095
121,19950.7,1.25281,0.85516,0.93564,0.53738,0.42734,0.4453,0.27201,1.26237,0.91156,0.94627,0.000406,0.000406,0.000406
122,20104.5,1.24635,0.85275,0.93412,0.53861,0.42688,0.445,0.27206,1.26214,0.9114,0.94619,0.00040105,0.00040105,0.00040105
123,20257.4,1.24996,0.85512,0.93558,0.54077,0.42691,0.4462,0.27247,1.26268,0.91221,0.94633,0.0003961,0.0003961,0.0003961
124,20410.2,1.24442,0.8512,0.93393,0.54067,0.42515,0.44656,0.27276,1.26231,0.91179,0.94624,0.00039115,0.00039115,0.00039115
125,20564.2,1.24806,0.85174,0.93381,0.54079,0.42539,0.44665,0.27264,1.26235,0.91183,0.94617,0.0003862,0.0003862,0.0003862
126,20718.5,1.24414,0.84959,0.9341,0.54335,0.42541,0.44693,0.27262,1.26254,0.91195,0.9463,0.00038125,0.00038125,0.00038125
127,20873.1,1.23641,0.84653,0.93276,0.54034,0.42679,0.44703,0.27292,1.2632,0.91149,0.94655,0.0003763,0.0003763,0.0003763
128,21028,1.24447,0.84761,0.93376,0.53853,0.42827,0.44713,0.27292,1.26323,0.91202,0.94655,0.00037135,0.00037135,0.00037135
129,21183,1.2502,0.8519,0.93469,0.53737,0.42763,0.44695,0.273,1.26325,0.91169,0.94648,0.0003664,0.0003664,0.0003664
130,21337.5,1.24286,0.84743,0.93284,0.53793,0.42756,0.44685,0.27295,1.26332,0.9117,0.94652,0.00036145,0.00036145,0.00036145
131,21491.6,1.24282,0.84705,0.93218,0.54206,0.42574,0.44695,0.27286,1.26344,0.91199,0.94649,0.0003565,0.0003565,0.0003565
132,21646.6,1.2437,0.84346,0.93185,0.54511,0.42415,0.44701,0.27308,1.26346,0.91233,0.94652,0.00035155,0.00035155,0.00035155
133,21802.6,1.24393,0.84555,0.93188,0.54645,0.42249,0.44661,0.27277,1.26326,0.91217,0.94638,0.0003466,0.0003466,0.0003466
134,21958.2,1.24544,0.84799,0.93356,0.54549,0.42234,0.44649,0.27262,1.26336,0.91229,0.94645,0.00034165,0.00034165,0.00034165
135,22114.1,1.24142,0.84097,0.93127,0.54517,0.42203,0.44731,0.27289,1.26362,0.91233,0.94649,0.0003367,0.0003367,0.0003367
136,22269.8,1.23297,0.83614,0.93055,0.54485,0.42191,0.44716,0.27279,1.26347,0.9124,0.94641,0.00033175,0.00033175,0.00033175
137,22425.6,1.23952,0.8407,0.93242,0.54491,0.42249,0.44709,0.27271,1.26369,0.91234,0.9464,0.0003268,0.0003268,0.0003268
138,22580.3,1.24103,0.84093,0.93331,0.54534,0.42198,0.44713,0.27281,1.26406,0.91219,0.9464,0.00032185,0.00032185,0.00032185
139,22734.7,1.23193,0.83709,0.93056,0.54395,0.42254,0.44662,0.27276,1.26393,0.91231,0.94633,0.0003169,0.0003169,0.0003169
140,22889.3,1.24226,0.84003,0.931,0.54294,0.42195,0.44733,0.27271,1.26406,0.91191,0.94637,0.00031195,0.00031195,0.00031195
141,23043.7,1.2384,0.8361,0.93114,0.54464,0.42239,0.44761,0.27262,1.26459,0.91202,0.94648,0.000307,0.000307,0.000307
142,23198.4,1.22934,0.82999,0.92986,0.54201,0.42496,0.44713,0.27261,1.26496,0.91208,0.94659,0.00030205,0.00030205,0.00030205
143,23354,1.23402,0.83251,0.93104,0.54536,0.42347,0.44723,0.27258,1.26523,0.91246,0.94664,0.0002971,0.0002971,0.0002971
144,23507.5,1.23204,0.8284,0.92872,0.54332,0.42309,0.44744,0.27279,1.26553,0.91222,0.94677,0.00029215,0.00029215,0.00029215
145,23661.9,1.22651,0.82704,0.92956,0.54409,0.42254,0.4471,0.27282,1.26572,0.91249,0.94674,0.0002872,0.0002872,0.0002872
146,23816.8,1.23201,0.82849,0.92906,0.54444,0.42296,0.44741,0.27294,1.26608,0.91251,0.94683,0.00028225,0.00028225,0.00028225
147,23971.5,1.22783,0.82704,0.92932,0.54053,0.4243,0.44717,0.27296,1.26595,0.91269,0.9467,0.0002773,0.0002773,0.0002773
148,24127,1.22805,0.82288,0.9299,0.53793,0.42527,0.44742,0.27303,1.26574,0.91246,0.94668,0.00027235,0.00027235,0.00027235
149,24283.1,1.23417,0.82784,0.92998,0.53719,0.42602,0.44735,0.27298,1.26616,0.91287,0.94676,0.0002674,0.0002674,0.0002674
150,24439.1,1.22712,0.82206,0.92873,0.53867,0.42617,0.44714,0.27294,1.26632,0.91298,0.94677,0.00026245,0.00026245,0.00026245
151,24595.4,1.23078,0.82944,0.92892,0.53798,0.426,0.44697,0.27296,1.26629,0.91305,0.94681,0.0002575,0.0002575,0.0002575
152,24750.2,1.22923,0.82843,0.92768,0.54179,0.42461,0.44706,0.27291,1.26648,0.91325,0.94684,0.00025255,0.00025255,0.00025255
153,24904.2,1.22915,0.8237,0.92895,0.5412,0.42451,0.44667,0.27266,1.26654,0.91319,0.94689,0.0002476,0.0002476,0.0002476
154,25058.7,1.22819,0.82245,0.92813,0.53816,0.42541,0.44659,0.27243,1.26697,0.91329,0.94695,0.00024265,0.00024265,0.00024265
155,25214.1,1.21819,0.81535,0.92622,0.53854,0.42561,0.44676,0.27247,1.26703,0.91318,0.94696,0.0002377,0.0002377,0.0002377
156,25369.5,1.22297,0.81464,0.92804,0.53736,0.42546,0.44664,0.27243,1.26722,0.91331,0.94705,0.00023275,0.00023275,0.00023275
157,25526,1.22569,0.81998,0.92781,0.53609,0.42524,0.44661,0.27225,1.26707,0.9134,0.94706,0.0002278,0.0002278,0.0002278
158,25683,1.22748,0.81959,0.92447,0.54221,0.42356,0.44661,0.27246,1.26709,0.91336,0.9472,0.00022285,0.00022285,0.00022285
159,25839.6,1.22719,0.82054,0.92752,0.54326,0.42209,0.44665,0.27253,1.26723,0.91363,0.9473,0.0002179,0.0002179,0.0002179
160,25996.3,1.2157,0.80742,0.92591,0.54012,0.4232,0.44665,0.27253,1.26726,0.91365,0.94742,0.00021295,0.00021295,0.00021295
161,26151.6,1.22318,0.81498,0.92683,0.53833,0.42499,0.4467,0.2727,1.26749,0.91356,0.94743,0.000208,0.000208,0.000208
162,26308.2,1.22338,0.81732,0.92486,0.53937,0.42443,0.44657,0.27243,1.26754,0.91359,0.94747,0.00020305,0.00020305,0.00020305
163,26464,1.2208,0.81129,0.92448,0.54178,0.42376,0.44665,0.27283,1.26791,0.91351,0.9475,0.0001981,0.0001981,0.0001981
164,26619.1,1.22114,0.81189,0.92642,0.54111,0.4233,0.44688,0.27264,1.26803,0.91352,0.94758,0.00019315,0.00019315,0.00019315
165,26774.7,1.22148,0.81038,0.92583,0.54124,0.42306,0.44701,0.27285,1.26816,0.91367,0.94751,0.0001882,0.0001882,0.0001882
166,26929,1.22136,0.81329,0.92809,0.54063,0.42393,0.44702,0.27277,1.2684,0.914,0.94768,0.00018325,0.00018325,0.00018325
167,27083.8,1.21374,0.8064,0.9254,0.54064,0.42383,0.44709,0.27272,1.26845,0.9141,0.94763,0.0001783,0.0001783,0.0001783
168,27238.3,1.21568,0.80777,0.92553,0.53901,0.42309,0.4469,0.2727,1.26853,0.91385,0.94764,0.00017335,0.00017335,0.00017335
169,27394.8,1.21523,0.80772,0.92451,0.53881,0.42274,0.44691,0.27255,1.26867,0.91423,0.94774,0.0001684,0.0001684,0.0001684
170,27551.4,1.21636,0.80569,0.92416,0.536,0.42411,0.44697,0.27251,1.26875,0.91423,0.94779,0.00016345,0.00016345,0.00016345
171,27707.8,1.21795,0.80563,0.92522,0.53873,0.42201,0.44664,0.27226,1.26885,0.91426,0.94788,0.0001585,0.0001585,0.0001585
172,27862.5,1.21972,0.80776,0.92573,0.53787,0.42255,0.44638,0.27203,1.26891,0.9143,0.94795,0.00015355,0.00015355,0.00015355
173,28017.5,1.21551,0.80543,0.92535,0.53676,0.42372,0.44645,0.27225,1.26902,0.91437,0.94797,0.0001486,0.0001486,0.0001486
174,28172.7,1.21247,0.80402,0.92384,0.53967,0.42304,0.44656,0.27241,1.26912,0.91426,0.94804,0.00014365,0.00014365,0.00014365
175,28326.8,1.21589,0.80121,0.92289,0.53898,0.42271,0.44642,0.27228,1.26902,0.91409,0.94805,0.0001387,0.0001387,0.0001387
176,28480.3,1.20681,0.79947,0.92592,0.53954,0.42343,0.4467,0.27237,1.26945,0.91425,0.94816,0.00013375,0.00013375,0.00013375
177,28634.5,1.21307,0.80594,0.92397,0.53696,0.42415,0.44645,0.27241,1.26951,0.91439,0.94822,0.0001288,0.0001288,0.0001288
178,28788.8,1.21057,0.79948,0.92329,0.53959,0.42331,0.44632,0.27238,1.26956,0.91425,0.94823,0.00012385,0.00012385,0.00012385
179,28942.4,1.21499,0.80039,0.92466,0.54018,0.42352,0.44627,0.27235,1.26954,0.91438,0.94826,0.0001189,0.0001189,0.0001189
180,29098.2,1.20694,0.7948,0.92414,0.53965,0.42378,0.4462,0.27229,1.26983,0.91476,0.94823,0.00011395,0.00011395,0.00011395
181,29254.5,1.20473,0.79496,0.92249,0.53606,0.4258,0.44611,0.27207,1.27,0.91476,0.94828,0.000109,0.000109,0.000109
182,29408.7,1.20598,0.79512,0.92226,0.53931,0.42429,0.44636,0.27247,1.27016,0.91475,0.94828,0.00010405,0.00010405,0.00010405
183,29563.2,1.20418,0.79184,0.92322,0.53679,0.42482,0.44601,0.27236,1.2704,0.91471,0.94838,9.91e-05,9.91e-05,9.91e-05
184,29717.4,1.19927,0.78838,0.92224,0.53689,0.42453,0.44626,0.27239,1.27055,0.915,0.94848,9.415e-05,9.415e-05,9.415e-05
