epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
179,63108.8,1.19362,0.79905,0.9547,0.58163,0.48231,0.5048,0.3153,1.25041,0.89973,0.97984,0.0001189,0.0001189,0.0001189
180,63457.9,1.20264,0.80678,0.95555,0.58065,0.48226,0.50474,0.31534,1.25054,0.89969,0.97987,0.00011395,0.00011395,0.00011395
181,63807.2,1.19824,0.8051,0.95587,0.58396,0.48054,0.50491,0.31545,1.25071,0.89997,0.97992,0.000109,0.000109,0.000109
182,64157.3,1.19688,0.79998,0.95456,0.58345,0.48143,0.50471,0.31541,1.25074,0.89997,0.97996,0.00010405,0.00010405,0.00010405
183,64507.8,1.19523,0.80124,0.95388,0.58324,0.48138,0.50471,0.31544,1.25104,0.90022,0.98003,9.91e-05,9.91e-05,9.91e-05
184,64857.4,1.19544,0.79986,0.95695,0.58275,0.48206,0.50464,0.31537,1.25095,0.90035,0.97997,9.415e-05,9.415e-05,9.415e-05
185,65208.2,1.20104,0.80325,0.95435,0.58171,0.48256,0.50448,0.31525,1.25122,0.90047,0.98001,8.92e-05,8.92e-05,8.92e-05
186,65558,1.19889,0.80349,0.95376,0.58268,0.4818,0.50444,0.31524,1.2513,0.90044,0.97997,8.425e-05,8.425e-05,8.425e-05
187,65907.3,1.19205,0.79631,0.95344,0.583,0.48198,0.50455,0.31546,1.25135,0.90058,0.98006,7.93e-05,7.93e-05,7.93e-05
188,66258.6,1.19746,0.80419,0.95503,0.58309,0.48118,0.50451,0.31498,1.25149,0.90059,0.98,7.435e-05,7.435e-05,7.435e-05
189,66610.6,1.2024,0.8017,0.95523,0.58224,0.48206,0.50474,0.3151,1.25149,0.90051,0.97996,6.94e-05,6.94e-05,6.94e-05
190,66960.8,1.19198,0.79425,0.95436,0.58483,0.48092,0.50479,0.31522,1.25143,0.90054,0.97998,6.445e-05,6.445e-05,6.445e-05
191,67303.9,1.18915,0.78147,0.95109,0.58567,0.48092,0.50453,0.31529,1.25156,0.9006,0.97998,5.95e-05,5.95e-05,5.95e-05
192,67648.3,1.18221,0.7716,0.94827,0.5842,0.48107,0.50468,0.31521,1.2519,0.90078,0.97998,5.455e-05,5.455e-05,5.455e-05
193,67992.4,1.17933,0.76829,0.94853,0.58539,0.48057,0.50465,0.31512,1.25191,0.90076,0.97987,4.96e-05,4.96e-05,4.96e-05
194,68336,1.18081,0.76774,0.94785,0.58558,0.48103,0.50473,0.31482,1.2521,0.90091,0.97989,4.465e-05,4.465e-05,4.465e-05
195,68679.3,1.17446,0.76231,0.94817,0.58502,0.48129,0.50478,0.31496,1.25212,0.90107,0.97983,3.97e-05,3.97e-05,3.97e-05
196,69024.6,1.17792,0.76324,0.94763,0.58508,0.48089,0.50434,0.31487,1.2523,0.90107,0.97981,3.475e-05,3.475e-05,3.475e-05
197,69369.1,1.17646,0.76244,0.94683,0.58513,0.48091,0.50431,0.3146,1.25238,0.90127,0.97982,2.98e-05,2.98e-05,2.98e-05
198,69711.9,1.17551,0.76046,0.94934,0.585,0.48005,0.50403,0.31444,1.25253,0.90132,0.97981,2.485e-05,2.485e-05,2.485e-05
199,70053.6,1.17397,0.75941,0.94545,0.58541,0.47908,0.50407,0.31459,1.25274,0.90142,0.97979,1.99e-05,1.99e-05,1.99e-05
200,70395.6,1.17354,0.75925,0.94677,0.58496,0.47853,0.50398,0.31444,1.25268,0.90139,0.97967,1.495e-05,1.495e-05,1.495e-05
